,word,freq,likes,rt,reply,quotes
3508,macs,1,0.0,0.0,1.0,0.0
3509,samu,1,1.0,0.0,0.0,0.0
3510,cál,1,,,,
3511,cihmonteiro,1,,,,
3512,entãoooo,1,1.0,0.0,1.0,0.0
3513,emnomedele,1,,,,
3514,adriaggf,1,,,,
3515,centralreality,1,,,,
3516,completíssimo,1,0.0,0.0,0.0,0.0
3517,ensi,1,,,,
3518,robertpaiva,1,,,,
3519,afadigar,1,,,,
3520,nmrl,1,4.0,0.0,4.0,0.0
3521,dudaomrt,1,,,,
3522,httpsmbk,1,,,,
3523,jajazera,1,,,,
3524,breve,1,15.0,6.0,1.0,0.0
3525,arthurtifosi,1,,,,
3526,mikael,1,1.0,0.0,1.0,0.0
3527,trabalhavamos,1,1.0,0.0,1.0,0.0
3528,incompl,1,,,,
3529,rodrigoterron,1,,,,
3530,bviisilvxx,1,,,,
3531,clg,1,1.0,0.0,1.0,0.0
3532,medicamen,1,,,,
3533,erick_alvees,1,,,,
3534,seleção,1,0.0,0.0,0.0,0.0
3535,apre,1,,,,
3536,rodrigoher,1,,,,
3537,nger,1,1.0,0.0,1.0,0.0
3538,thor,1,5.0,0.0,2.0,0.0
3539,manoelfers,1,,,,
3540,nude,1,2.0,0.0,2.0,0.0
3541,pio,1,6.0,0.0,1.0,0.0
3542,zepovinho,1,,,,
3543,gimiojinho,1,,,,
3544,besteir,1,,,,
3545,faeloliveiira,1,,,,
3546,yullalol,1,,,,
3547,conselho,1,1.0,0.0,1.0,0.0
3548,vilelasketch,1,,,,
3549,flexão,1,6.0,0.0,0.0,0.0
3550,romeflynnbrasil,1,,,,
3551,embalar,1,1.0,0.0,1.0,0.0
3552,ubereats_br,1,,,,
3553,nattspencer,1,,,,
3554,mermar,1,10.0,0.0,4.0,0.0
3555,cesarsilvajr,1,,,,
3556,lleo_almd,1,,,,
3557,geraldoalckmin,1,,,,
3558,laza,1,,,,
3559,eunathaliee,1,,,,
3560,americanburger,1,,,,
3561,travis,1,4.0,0.0,1.0,0.0
3562,scott,1,4.0,0.0,1.0,0.0
3563,efetuei,1,0.0,0.0,1.0,0.0
3564,menu,1,3.0,0.0,3.0,0.0
3565,cupon,1,,,,
3566,nariz,1,2.0,0.0,0.0,0.0
3567,reação,1,11.0,1.0,1.0,0.0
3568,aka,1,0.0,0.0,1.0,0.0
3569,leco,1,2.0,0.0,1.0,0.0
3570,aiin,1,1.0,0.0,1.0,0.0
3571,filiar,1,3.0,0.0,0.0,0.0
3572,jjins,1,,,,
3573,taehybixola,1,,,,
3574,tentasndo,1,1.0,0.0,1.0,0.0
3575,soq,1,1.0,0.0,1.0,0.0
3576,nataliadiassx,1,,,,
3577,hackeando,1,0.0,0.0,1.0,0.0
3578,noivo,1,6.0,0.0,0.0,0.0
3579,gpseofus,1,,,,
3580,proeduardocosta,1,,,,
3581,soteropoliti,1,,,,
3582,motoca,1,17.0,128.0,2.0,0.0
3583,pachexeca,1,,,,
3584,leilixcrvg,1,,,,
3585,tmlc,1,2.0,0.0,0.0,0.0
3586,vtmnc,1,2.0,0.0,1.0,0.0
3587,numanice,1,2.0,0.0,1.0,0.0
3588,ludmilla,1,2.0,0.0,1.0,0.0
3589,ledaamaral,1,,,,
3590,aennyss,1,,,,
3591,iftosa,1,,,,
3592,addi_mon,1,,,,
3593,mtu,1,2.0,0.0,0.0,0.0
3594,fra,1,,,,
3595,reeeeeeiva,1,3.0,0.0,1.0,0.0
3596,debraescobar,1,,,,
3597,testo,1,2.0,0.0,1.0,0.0
3598,depoi,1,,,,
3599,fol,1,7.0,0.0,1.0,0.0
3600,shinxhakai,1,,,,
3601,algoritmo,1,2.0,0.0,3.0,0.0
3602,assustar,1,6.0,0.0,1.0,0.0
3603,inconveniente,1,0.0,0.0,0.0,0.0
3604,cuuu,1,0.0,0.0,0.0,0.0
3605,relevar,1,1.0,0.0,3.0,0.0
3606,aew,1,1.0,0.0,3.0,0.0
3607,wilenias,1,,,,
3608,troxa,1,0.0,0.0,0.0,0.0
3609,deix,1,,,,
3610,fusão,1,7.0,0.0,0.0,0.0
3611,klopp,1,7.0,0.0,0.0,0.0
3612,najubram,1,,,,
3613,stateofgabe,1,,,,
3614,bnknhgayata,1,,,,
3615,sensacional,1,2.0,0.0,2.0,0.0
3616,leannegadelha,1,,,,
3617,deliciar,1,6.0,0.0,1.0,0.0
3618,rodriguesju,1,,,,
3619,absurdame,1,,,,
3620,saocarlense,1,0.0,0.0,0.0,0.0
3621,mereçooooo,1,0.0,0.0,2.0,0.0
3622,dificilmente,1,6.0,0.0,1.0,0.0
3623,ação,1,27.0,4.0,4.0,0.0
3624,pedalar,1,0.0,0.0,0.0,0.0
3625,racismo,1,12.0,0.0,2.0,0.0
3626,cultural,1,9.0,1.0,1.0,1.0
3627,instaurar,1,7.0,0.0,1.0,0.0
3628,mui,1,,,,
3629,lipexxx,1,,,,
3630,cad,1,,,,
3631,luvasksksksksks,1,,,,
3632,beomjunzitos,1,,,,
3633,hyads,1,,,,
3634,nutella,1,6.0,0.0,2.0,0.0
3635,reembols,1,,,,
3636,material,1,1.0,2.0,0.0,0.0
3637,giganteallan,1,,,,
3638,jeff,1,0.0,0.0,0.0,0.0
3639,alooooo,1,0.0,0.0,0.0,0.0
3640,luafabisak,1,,,,
3641,lozari_photo,1,,,,
3642,ree,1,,,,
3643,rabe,1,,,,
3644,mainha,1,0.0,0.0,0.0,0.0
3645,spartanlanches,1,,,,
3646,cattsani,1,,,,
3647,gjsnhen,1,0.0,0.0,0.0,0.0
3648,jurand,1,,,,
3649,bernarcisico,1,,,,
3650,falaii,1,0.0,0.0,0.0,0.0
3651,framboesa,1,3.0,0.0,0.0,0.0
3652,vwvz,1,0.0,0.0,0.0,0.0
3653,mudo,1,4.0,0.0,2.0,0.0
3654,beicatarina,1,,,,
3655,sit,1,,,,
3656,twttdeisabela,1,,,,
3657,biancafnn,1,,,,
3658,arrecadar,1,2.0,0.0,0.0,0.0
3659,donativo,1,2.0,0.0,0.0,0.0
3660,reger,1,,,,
3661,goodlilpirate,1,,,,
3662,sacrifício,1,0.0,0.0,1.0,0.0
3663,arrebentar,1,8.0,0.0,1.0,0.0
3664,pob,1,,,,
3665,biiel_og,1,,,,
3666,gusr,1,,,,
3667,tatyene_mendes,1,,,,
3668,haahahhaahha,1,1.0,0.0,1.0,0.0
3669,capaz,1,3.0,0.0,2.0,0.0
3670,pen,1,,,,
3671,xeroso,1,2.0,1.0,2.0,0.0
3672,morrwndo,1,0.0,0.0,1.0,0.0
3673,pego_giu,1,,,,
3674,diazepam,1,0.0,0.0,0.0,0.0
3675,joynunes,1,,,,
3676,mini,1,0.0,6.0,0.0,1.0
3677,padrinho,1,0.0,0.0,0.0,0.0
3678,gast,1,,,,
3679,chinelo,1,1.0,0.0,0.0,0.0
3680,estrogonofe,1,0.0,0.0,1.0,0.0
3681,danielle_crvg,1,,,,
3682,sabadim,1,0.0,0.0,0.0,0.0
3683,nmeneguci,1,,,,
3684,macetar,1,1.0,0.0,0.0,0.0
3685,debandar,1,,,,
3686,dua,1,,,,
3687,alegrete,1,3.0,0.0,0.0,0.0
3688,sujeitadeazar,1,,,,
3689,kushiyna,1,,,,
3690,afectoseries,1,,,,
3691,leandrodouglas,1,,,,
3692,mogi,1,0.0,0.0,0.0,0.0
3693,pil,1,,,,
3694,douglasbaiao,1,,,,
3695,dann,1,2.0,2.0,0.0,0.0
3696,lays,1,1.0,0.0,0.0,0.0
3697,bobagem,1,8.0,0.0,0.0,0.0
3698,mercialais,1,,,,
3699,marcelads,1,,,,
3700,lipe,1,1.0,0.0,1.0,0.0
3701,alfapobre,1,,,,
3702,estapafú,1,,,,
3703,gusrznd,1,,,,
3704,observação,1,3.0,3489.0,0.0,0.0
3705,bodao,1,0.0,0.0,0.0,0.0
3706,drmarini,1,,,,
3707,sri,1,3.0,0.0,0.0,0.0
3708,lanka,1,3.0,0.0,0.0,0.0
3709,revolução,1,27.0,4.0,1.0,0.0
3710,colorir,1,3.0,0.0,0.0,0.0
3711,democra,1,,,,
3712,kardosop,1,,,,
3713,telef,1,,,,
3714,julianalopess,1,,,,
3715,cianorte,1,0.0,0.0,0.0,0.0
3716,terra,1,3.0,0.0,3.0,0.0
3717,eliezer,1,,,,
3718,degustar,1,0.0,0.0,0.0,0.0
3719,confusão,1,0.0,0.0,1.0,0.0
3720,hentais_net,1,,,,
3721,darlingthai,1,,,,
3722,gnocci,1,0.0,0.0,0.0,0.0
3723,estupidamente,1,6.0,0.0,1.0,0.0
3724,gremista,1,0.0,0.0,0.0,0.0
3725,esculachando,1,0.0,0.0,0.0,0.0
3726,vírus,1,0.0,0.0,0.0,0.0
3727,danielalaender,1,,,,
3728,verdemar,1,1.0,0.0,1.0,0.0
3729,abóbora,1,0.0,0.0,0.0,0.0
3730,amandinha,1,1.0,0.0,0.0,1.0
3731,oraoradeh,1,,,,
3732,trustyaran,1,,,,
3733,lifeoflipee,1,,,,
3734,orientação,1,0.0,0.0,0.0,0.0
3735,ventania,1,0.0,0.0,1.0,0.0
3736,trovão,1,0.0,0.0,1.0,0.0
3737,igor,1,2.0,13.0,2.0,0.0
3738,gcrwigs,1,,,,
3739,pizzahut,1,1.0,0.0,0.0,0.0
3740,bucetasd,1,,,,
3741,buceta,1,8.0,12.0,1.0,0.0
3742,solitário,1,0.0,0.0,0.0,0.0
3743,difí,1,,,,
3744,teis,1,2.0,0.0,0.0,0.0
3745,bilões,1,2.0,0.0,0.0,0.0
3746,diferir,1,,,,
3747,crvelmistresss,1,,,,
3748,money,1,0.0,31.0,0.0,0.0
3749,grafa_kui,1,,,,
3750,sacola,1,62.0,0.0,1.0,0.0
3751,loverosewsg,1,,,,
3752,insanidade,1,2.0,0.0,1.0,1.0
3753,trabalho,1,0.0,0.0,0.0,0.0
3754,presentear,1,2.0,0.0,0.0,0.0
3755,marcusaugusto,1,,,,
3756,assediar,1,0.0,0.0,1.0,0.0
3757,verbalmente,1,0.0,0.0,1.0,0.0
3758,sozi,1,,,,
3759,ltsdomi,1,,,,
3760,fritzzgf,1,,,,
3761,kit,1,15.0,0.0,5.0,1.0
3762,dari,1,,,,
3763,quadrar,1,4.0,0.0,1.0,0.0
3764,dúvido,1,0.0,0.0,0.0,0.0
3765,ouv,1,,,,
3766,baix,1,,,,
3767,núm,1,,,,
3768,feed,1,0.0,0.0,0.0,0.0
3769,brunet_s,1,,,,
3770,colapso,1,2.0,0.0,0.0,0.0
3771,lixofood,1,0.0,0.0,1.0,0.0
3772,aula,1,5.0,0.0,2.0,1.0
3773,whatsa,1,,,,
3774,ervalicia,1,,,,
3775,decepcion,1,,,,
3776,lipebxd,1,,,,
3777,mi_oui,1,,,,
3778,jaquelinevolei,1,,,,
3779,claudinei,1,0.0,0.0,1.0,0.0
3780,condenação,1,3.0,0.0,0.0,0.0
3781,instância,1,2.0,0.0,1.0,0.0
3782,erick_araujo,1,,,,
3783,alcantara,1,0.0,0.0,0.0,0.0
3784,burg,1,,,,
3785,ravenna,1,0.0,0.0,0.0,0.0
3786,expert,1,0.0,0.0,0.0,0.0
3787,estabelecim,1,,,,
3788,dbmatz,1,,,,
3789,conveniência,1,1.0,0.0,0.0,0.0
3790,raayhlorena,1,,,,
3791,rem,1,,,,
3792,chantagear,1,0.0,0.0,0.0,0.0
3793,purê,1,2.0,0.0,3.0,1.0
3794,fantasiar,1,1.0,0.0,0.0,0.0
3795,noti,1,,,,
3796,lararothier,1,,,,
3797,adrielearagao,1,,,,
3798,gengibirra,1,1.0,0.0,1.0,0.0
3799,mangarataia,1,1.0,0.0,1.0,0.0
3800,ime,1,,,,
3801,fas,1,,,,
3802,smokexcrf,1,,,,
3803,yurixzv,1,,,,
3804,amigão,1,0.0,0.0,1.0,0.0
3805,razormaiden,1,,,,
3806,campar,1,9.0,0.0,1.0,0.0
3807,vernuma,1,0.0,0.0,1.0,0.0
3808,lição,1,0.0,0.0,0.0,0.0
3809,aplicativ,1,,,,
3810,topotudoporbct,1,,,,
3811,jog,1,,,,
3812,içar,1,0.0,0.0,0.0,0.0
3813,geladinha,1,0.0,0.0,0.0,0.0
3814,tcc,1,3.0,2.0,1.0,0.0
3815,fzr,1,2.0,0.0,2.0,0.0
3816,bielsaleme,1,,,,
3817,odiooo,1,1.0,0.0,0.0,0.0
3818,gustavotalvez,1,,,,
3819,nesta,1,105.0,1.0,21.0,1.0
3820,genio,1,12.0,0.0,1.0,2.0
3821,lampada,1,12.0,0.0,1.0,2.0
3822,catexecofficer,1,,,,
3823,cris_deluca,1,,,,
3824,dailorlrs,1,,,,
3825,nameiesssoui,1,,,,
3826,invejar,1,3.0,0.0,0.0,0.0
3827,gamar,1,686.0,55.0,115.0,0.0
3828,sino,1,0.0,0.0,0.0,0.0
3829,proconspofici,1,,,,
3830,reinar,1,0.0,0.0,0.0,0.0
3831,sacaneou,1,0.0,0.0,0.0,0.0
3832,hgphro,1,,,,
3833,barbarateies,1,,,,
3834,nato,1,0.0,0.0,0.0,0.0
3835,hamburger,1,6.0,0.0,1.0,0.0
3836,tinownsmilgrau,1,,,,
3837,harifeviegas,1,,,,
3838,ursinho_spzo,1,,,,
3839,mundinhobalbala,1,,,,
3840,walfeliciano,1,,,,
3841,dinh,1,,,,
3842,crueisoo,1,,,,
3843,ikalozinho,1,,,,
3844,bolinhodiuva,1,,,,
3845,xnitrogenn,1,,,,
3846,aowww,1,1.0,0.0,0.0,0.0
3847,ronilson,1,0.0,0.0,0.0,0.0
3848,camila_kosak,1,,,,
3849,ativa,1,0.0,0.0,0.0,0.0
3850,avvaleiy,1,,,,
3851,isopo,1,,,,
3852,wallysoncostaa,1,,,,
3853,bandeirajovana,1,,,,
3854,també,1,,,,
3855,jedisemsabre,1,,,,
3856,furico,1,2.0,0.0,0.0,0.0
3857,ngnwu,1,2.0,0.0,0.0,0.0
3858,tonhoo,1,,,,
3859,mangar,1,7.0,0.0,12.0,0.0
3860,william_correia,1,,,,
3861,racionar,1,6.0,0.0,0.0,0.0
3862,portal,1,0.0,0.0,0.0,0.0
3863,ficantes,1,2.0,0.0,1.0,0.0
3864,gihvalentino,1,,,,
3865,bsn_duarte,1,,,,
3866,vulgo,1,0.0,0.0,0.0,0.0
3867,comunidademc,1,,,,
3868,bellekaffer,1,,,,
3869,gentile,1,,,,
3870,afonso,1,,,,
3871,onethurzin,1,,,,
3872,preci,1,,,,
3873,la_julietaof,1,,,,
3874,godklll,1,,,,
3875,criminoso,1,3.0,0.0,1.0,0.0
3876,migsvesgo,1,,,,
3877,weemigs,1,,,,
3878,vitoriasci,1,,,,
3879,bunda,1,0.0,0.0,0.0,0.0
3880,aranha,1,0.0,0.0,0.0,0.0
3881,trupar,1,1.0,0.0,0.0,0.0
3882,estilar,1,3.0,0.0,0.0,0.0
3883,idealizar,1,2.0,0.0,0.0,0.0
3884,financeirament,1,,,,
3885,naiarazevedo,1,,,,
3886,tato,1,0.0,0.0,0.0,0.0
3887,escrit,1,,,,
3888,whatsap,1,,,,
3889,neguin,1,3.0,1.0,2.0,0.0
3890,ourbakery,1,0.0,0.0,0.0,0.0
3891,fml,1,0.0,0.0,0.0,0.0
3892,pae,1,1.0,0.0,0.0,0.0
3893,fresco,1,3.0,1.0,0.0,1.0
3894,refazer,1,7.0,0.0,3.0,0.0
3895,vzs,1,1.0,0.0,0.0,0.0
3896,frete,1,3.0,0.0,0.0,0.0
3897,inacio_bre,1,,,,
3898,humanar,1,1.0,2.0,2.0,0.0
3899,miltin_agno,1,,,,
3900,assanhar,1,0.0,0.0,0.0,0.0
3901,yoonaara,1,,,,
3902,classe,1,2.0,0.0,3.0,0.0
3903,gabimelo_crf,1,,,,
3904,extrair,1,0.0,0.0,0.0,0.0
3905,risada,1,42.0,2.0,8.0,2.0
3906,rra,1,,,,
3907,marcellems,1,,,,
3908,depar,1,,,,
3909,kamilasousass,1,,,,
3910,manokkjkjk,1,1.0,1.0,0.0,0.0
3911,furar,1,24.0,3.0,4.0,0.0
3912,marciomoren,1,,,,
3913,quas,1,,,,
3914,verdadeiramente,1,2.0,0.0,0.0,0.0
3915,sop,1,,,,
3916,turco,1,0.0,0.0,0.0,0.0
3917,celsorussomanno,1,,,,
3918,retrocesso,1,0.0,0.0,0.0,0.0
3919,entristecer,1,0.0,2.0,0.0,0.0
3920,festivo,1,0.0,13.0,0.0,0.0
3921,arte,1,4.0,0.0,2.0,0.0
3922,polynebueno,1,,,,
3923,tntsportsbr,1,,,,
3924,hackeou,1,5.0,0.0,1.0,0.0
3925,ods,1,,,,
3926,atuar,1,0.0,0.0,0.0,0.0
3927,franxbrito,1,,,,
3928,gardênia,1,0.0,0.0,0.0,0.0
3929,camillyenes,1,,,,
3930,farmáci,1,,,,
3931,peixaria,1,0.0,0.0,0.0,0.0
3932,trintar,1,0.0,0.0,0.0,0.0
3933,pitt,1,,,,
3934,uva,1,9.0,0.0,2.0,0.0
3935,xnnx,1,4.0,0.0,1.0,0.0
3936,thiduartezn,1,,,,
3937,opcao,1,0.0,0.0,0.0,0.0
3938,jardeldeejay,1,,,,
3939,fragilzinha,1,0.0,0.0,0.0,0.0
3940,cab,1,,,,
3941,inhai,1,1.0,0.0,1.0,0.0
3942,claralvees,1,,,,
3943,hiper,1,1.0,0.0,1.0,0.0
3944,posse,1,1.0,0.0,0.0,0.0
3945,disponív,1,,,,
3946,ncmvyobtxo,1,1.0,0.0,0.0,0.0
3947,lebelmiro,1,,,,
3948,columbinha,1,1.0,0.0,0.0,0.0
3949,andrya,1,1.0,1.0,0.0,0.0
3950,vitória,1,5.0,1.0,1.0,0.0
3951,feekas,1,,,,
3952,mrbatatagourmet,1,,,,
3953,petis,1,,,,
3954,feedback,1,3.0,0.0,1.0,0.0
3955,créd,1,,,,
3956,sinônimo,1,1.0,0.0,0.0,0.0
3957,merdaaaaaaa,1,0.0,0.0,0.0,0.0
3958,estorn,1,,,,
3959,mamata,1,0.0,0.0,1.0,0.0
3960,apodrecer,1,3.0,0.0,1.0,0.0
3961,olibisss,1,,,,
3962,vizinhança,1,0.0,0.0,0.0,0.0
3963,latir,1,0.0,0.0,0.0,0.0
3964,axcz,1,0.0,0.0,1.0,0.0
3965,prédi,1,,,,
3966,paç,1,,,,
3967,granola,1,1.0,0.0,0.0,0.0
3968,plant,1,1.0,0.0,0.0,0.0
3969,based,1,1.0,0.0,0.0,0.0
3970,basear,1,3.0,0.0,0.0,0.0
3971,doq,1,0.0,0.0,0.0,0.0
3972,vergonhoso,1,1.0,0.0,1.0,0.0
3973,estresso,1,2.0,0.0,0.0,0.0
3974,ragnarfurious,1,,,,
3975,cauanlucas,1,,,,
3976,gabrielbarsc,1,,,,
3977,rea,1,,,,
3978,camelia,1,0.0,0.0,0.0,0.0
3979,ijoaooo,1,,,,
3980,desempregar,1,3.0,0.0,11.0,0.0
3981,rayzzalopess,1,,,,
3982,emillyna,1,,,,
3983,rosange,1,,,,
3984,irodolffo,1,,,,
3985,castro__roberta,1,,,,
3986,vitoriagomes,1,,,,
3987,eu_torr,1,,,,
3988,liiinhs,1,,,,
3989,pvnaweb,1,,,,
3990,cubano,1,,,,
3991,anabenzaprina,1,,,,
3992,depe,1,,,,
3993,rawwarsis,1,,,,
3994,assunto,1,3.0,0.0,1.0,0.0
3995,repistolando,1,,,,
3996,natalia,1,,,,
3997,alar,1,10.0,0.0,2.0,0.0
3998,t__omioka,1,,,,
3999,faç,1,,,,
4000,arrumado,1,0.0,0.0,0.0,0.0
4001,analicecrff,1,,,,
4002,drewculture,1,,,,
4003,bmarquexx,1,,,,
4004,enveul,1,,,,
4005,annailujcv,1,,,,
4006,fireonpb,1,,,,
4007,dessapvc,1,,,,
4008,letinascimentto,1,,,,
4009,nandisys,1,,,,
4010,karenkao,1,,,,
4011,iludida_babaca,1,,,,
4012,sacaneia,1,0.0,0.0,0.0,0.0
4013,cobrança,1,8.0,1.0,1.0,0.0
4014,inde,1,,,,
4015,luanasa,1,,,,
4016,larimanoela,1,,,,
4017,sheperdstyle,1,,,,
4018,beatrizgouvea,1,,,,
4019,mariliamreal,1,,,,
4020,namo,1,1.0,0.0,1.0,0.0
4021,aer,1,,,,
4022,caminhonete,1,9.0,0.0,1.0,0.0
4023,ifloradalia,1,,,,
4024,tonolucro,1,1.0,0.0,0.0,0.0
4025,camixsxs,1,,,,
4026,noc,1,0.0,0.0,0.0,0.0
4027,juliano_risa,1,,,,
4028,o_bairrista,1,,,,
4029,magonegro,1,,,,
4030,varanda,1,0.0,0.0,0.0,0.0
4031,caruaru,1,0.0,0.0,0.0,0.0
4032,nojento,1,0.0,0.0,0.0,0.0
4033,unicodalberth,1,,,,
4034,henrique,1,3.0,0.0,1.0,0.0
4035,guedinhoexplica,1,,,,
4036,solúvel,1,0.0,0.0,0.0,0.0
4037,tranquilamente,1,0.0,0.0,0.0,0.0
4038,reinaldoliveira,1,,,,
4039,lucasduarteess,1,,,,
4040,jadebadwiz,1,,,,
4041,biirodrigues,1,0.0,0.0,0.0,0.0
4042,juliacesariotc,1,,,,
4043,mafe_oa,1,,,,
4044,euqueroumsapato,1,,,,
4045,acaodacidadania,1,,,,
4046,letialvex,1,,,,
4047,daq,1,,,,
4048,caf,1,,,,
4049,veramagalhaes,1,,,,
4050,gastongodard,1,,,,
4051,bahahhahaha,1,0.0,0.0,1.0,0.0
4052,riane_rodrigues,1,,,,
4053,issinha,1,,,,
4054,ardnasoh,1,,,,
4055,mdfreirex,1,,,,
4056,laysinha,1,,,,
4057,arycrf,1,,,,
4058,xpetitdani,1,,,,
4059,naclara,1,,,,
4060,digatinha,1,,,,
4061,mykaellasz,1,,,,
4062,luvberrry,1,,,,
4063,jessisozinho,1,,,,
4064,simm,1,0.0,0.0,0.0,0.0
4065,sophia_bpl,1,,,,
4066,badgalmarycat,1,,,,
4067,paularoch,1,,,,
4068,maryane_b,1,,,,
4069,exi,1,,,,
4070,jonispou,1,,,,
4071,lenynharibeiroo,1,,,,
4072,pcastroic,1,,,,
4073,runninnloww,1,,,,
4074,izabelleleall,1,,,,
4075,havilliard_b,1,,,,
4076,ensinar,1,1.0,0.0,1.0,0.0
4077,mariinhog,1,,,,
4078,njinharuiva,1,,,,
4079,prae,1,0.0,0.0,0.0,0.0
4080,tlk,1,0.0,0.0,0.0,0.0
4081,evyfaarias,1,,,,
4082,thzaojuniior,1,,,,
4083,vihxalmeida,1,,,,
4084,cupomz,1,,,,
4085,milenagomess,1,,,,
4086,julianaasilv,1,,,,
4087,clararinh,1,,,,
4088,lmkcfavs,1,,,,
4089,eumangis,1,,,,
4090,fzhk,1,0.0,0.0,0.0,0.0
4091,dúvid,1,,,,
4092,lixooooo,1,0.0,0.0,0.0,0.0
4093,yuhiune,1,,,,
4094,dafiny_maia,1,,,,
4095,leleucomunista,1,,,,
4096,comunista,1,1.0,0.0,1.0,0.0
4097,raiii_ribeiro,1,,,,
4098,jujaguar,1,,,,
4099,tai_marquexx,1,,,,
4100,adaptador,1,0.0,0.0,0.0,0.0
4101,justiçar,1,26.0,0.0,4.0,0.0
4102,eguamaite,1,,,,
4103,aingridane,1,,,,
4104,psychoticadult,1,,,,
4105,leonard,1,,,,
4106,fvcknoosh,1,,,,
4107,karolineesil,1,,,,
4108,alicemunhoz,1,,,,
4109,refugioanitta,1,,,,
4110,sofiamoraes,1,,,,
4111,eduardacastric,1,,,,
4112,metaverso,1,1.0,0.0,0.0,0.0
4113,smp,1,0.0,0.0,1.0,0.0
4114,srakravitz,1,,,,
4115,ileticiasz,1,,,,
4116,viccttorsl,1,,,,
4117,tteuw,1,,,,
4118,mariapaulamelao,1,,,,
4119,jdoak,1,,,,
4120,karen,1,,,,
4121,dragliciouz,1,,,,
4122,stirlingstairs,1,,,,
4123,natasgard,1,,,,
4124,tulio_diniz,1,,,,
4125,sobotelha,1,,,,
4126,simonetebe,1,,,,
4127,vecjuliana,1,,,,
4128,genildoronchi,1,,,,
4129,vidaaaa,1,0.0,0.0,1.0,0.0
4130,siiiim,1,0.0,0.0,0.0,0.0
4131,bentoc,1,,,,
4132,marilismo,1,,,,
4133,getuliotunis,1,,,,
4134,wowhicarol,1,,,,
4135,aeroporto,1,2.0,0.0,0.0,0.0
4136,devido,1,0.0,0.0,0.0,0.0
4137,caçador,1,0.0,0.0,0.0,0.0
4138,cazaques,1,0.0,0.0,0.0,0.0
4139,dourar,1,0.0,0.0,0.0,0.0
4140,carolpellmann,1,,,,
4141,gamerdeesquerda,1,,,,
4142,shinzo,1,0.0,0.0,0.0,0.0
4143,omelete,1,0.0,0.0,0.0,0.0
4144,bastante,1,3.0,0.0,0.0,0.0
4145,oprimir,1,0.0,0.0,0.0,0.0
4146,caldasviic,1,,,,
4147,lgbt,1,0.0,0.0,0.0,0.0
4148,cortar,1,19.0,2.0,13.0,0.0
4149,apelação,1,9.0,2.0,0.0,0.0
4150,condenar,1,9.0,2.0,0.0,0.0
4151,mixaeljo,1,,,,
4152,gratid,1,,,,
4153,safadeean,1,,,,
4154,lanzinhuh,1,,,,
4155,devolv,1,,,,
4156,empres,1,,,,
4157,louisdapikona,1,,,,
4158,danacords,1,,,,
4159,sedar,1,0.0,0.0,0.0,0.0
4160,shaiboesing,1,,,,
4161,produtividade,1,14.0,2.0,1.0,1.0
4162,pedropp,1,,,,
4163,camilafratta,1,,,,
4164,fluxog,1,,,,
4165,direstrqits,1,,,,
4166,quimeragoddess,1,,,,
4167,odeiioo,1,0.0,0.0,0.0,0.0
4168,paola,1,0.0,0.0,2.0,1.0
4169,zaba,1,1.0,0.0,0.0,0.0
4170,porquera,1,0.0,0.0,1.0,0.0
4171,bonari,1,0.0,0.0,0.0,0.0
4172,deliver,1,,,,
4173,gikoritar,1,,,,
4174,embaçar,1,0.0,0.0,1.0,0.0
4175,rappibras,1,,,,
4176,jéssica,1,0.0,0.0,0.0,0.0
4177,lombriga,1,0.0,0.0,0.0,0.0
4178,hambúrguões,1,0.0,0.0,0.0,0.0
4179,nervo,1,5.0,0.0,0.0,0.0
4180,adolfoangelotti,1,,,,
4181,caatmancini,1,,,,
4182,quinta_net,1,,,,
4183,kaksjdkaka,1,0.0,0.0,1.0,0.0
4184,ivy_alastrones,1,,,,
4185,prob,1,,,,
4186,ricardo,1,1.0,1.0,1.0,0.0
4187,brocanellx,1,,,,
4188,softseoook,1,,,,
4189,ttdoyurizin,1,,,,
4190,guiloree,1,,,,
4191,fredbruniera,1,,,,
4192,mercatto,1,7.0,0.0,0.0,0.0
4193,popularizar,1,2.0,0.0,0.0,0.0
4194,apheliosnxzero,1,,,,
4195,sophia,1,2.0,0.0,1.0,1.0
4196,vitofases,1,,,,
4197,mem,1,,,,
4198,jean_tourinho,1,,,,
4199,aleshs,1,,,,
4200,plot,1,3.0,0.0,2.0,0.0
4201,twist,1,1.0,0.0,2.0,0.0
4202,animação,1,1.0,0.0,1.0,0.0
4203,eapic,1,1.0,0.0,1.0,0.0
4204,comunicação,1,2.0,0.0,3.0,0.0
4205,nicole_cdzinha,1,,,,
4206,pqpppppo,1,1.0,0.0,0.0,0.0
4207,quest,1,,,,
4208,shoegayzero,1,,,,
4209,hushau,1,,,,
4210,agradável,1,0.0,0.0,0.0,0.0
4211,lucasfiguepng,1,,,,
4212,fluxo,1,131.0,18.0,43.0,0.0
4213,amandazzk,1,,,,
4214,berço,1,0.0,0.0,1.0,0.0
4215,chiogermani,1,,,,
4216,dec,1,,,,
4217,insuportável,1,3.0,0.0,2.0,1.0
4218,dmitriarruda,1,,,,
4219,corromper,1,0.0,0.0,0.0,0.0
4220,igorsooares,1,,,,
4221,miguel,1,6.0,0.0,2.0,0.0
4222,marisadamatow,1,,,,
4223,quezziaa,1,,,,
4224,pagodinhazeca,1,,,,
4225,rickthemam,1,,,,
