,word,freq,likes,rt,reply,quotes
595,animar,7,28.0,6.0,5.0,1.0
596,desculpar,7,72.0,6.0,11.0,0.0
597,bloquear,7,38.0,0.0,13.0,2.0
598,chocar,7,11.0,0.0,4.0,0.0
599,casciocardoso,7,,,,
600,brigar,7,49.0,0.0,6.0,0.0
601,strogonoff,7,87.0,64.0,6.0,20.0
602,lavar,7,13.0,0.0,3.0,0.0
603,besteira,7,20.0,0.0,9.0,0.0
604,comedir,7,54.0,0.0,2.0,0.0
605,lado,7,22.0,1.0,10.0,1.0
606,favorito,7,44.0,0.0,15.0,1.0
607,lutar,7,17.0,1830.0,8.0,0.0
608,lanche,7,90.0,17.0,16.0,1.0
609,lançar,7,69.0,2481.0,5.0,1.0
610,situação,7,43.0,1.0,15.0,0.0
611,ansiedade,7,7.0,0.0,1.0,1.0
612,quentar,7,113.0,2.0,7.0,1.0
613,beber,7,39.0,1.0,9.0,0.0
614,finalmente,7,31.0,0.0,5.0,0.0
615,estresse,7,4.0,0.0,5.0,1.0
616,depender,7,32.0,2.0,7.0,0.0
617,torto,7,27.0,0.0,9.0,0.0
618,velho,7,154.0,6.0,14.0,0.0
619,solicitar,7,4.0,0.0,9.0,0.0
620,perfazer,7,122.0,128.0,14.0,20.0
621,povo,7,64.0,3.0,11.0,1.0
622,arão,7,61.0,24.0,5.0,1.0
623,avaliar,7,37.0,0.0,6.0,0.0
624,utilizar,7,15.0,0.0,6.0,0.0
625,feito,7,5.0,4.0,6.0,0.0
626,barão,7,16.0,0.0,1.0,0.0
627,desinstalei,7,3.0,0.0,3.0,0.0
628,salada,7,13.0,0.0,4.0,0.0
629,baratar,7,38.0,4.0,15.0,0.0
630,atrás,7,148.0,2.0,12.0,1.0
631,pag,7,,,,
632,banhar,7,138.0,7.0,27.0,5.0
633,dedo,7,13.0,2.0,2.0,0.0
634,suficiente,7,178.0,67.0,6.0,3.0
635,pre,7,,,,
636,filhar,7,19.0,0.0,12.0,0.0
637,sextou,7,99.0,128.0,4.0,20.0
638,live,7,932.0,42.0,17.0,1.0
639,enquanto,7,207.0,64.0,18.0,3.0
640,vários,7,43.0,2.0,8.0,0.0
641,venecasagrande,7,,,,
642,samiabomfim,7,,,,
643,aussiegrill_br,7,,,,
644,twitter,7,46.0,1700.0,14.0,0.0
645,vhogemann,7,,,,
646,seokjinmymoonbr,7,,,,
647,patrocinar,6,34.0,5.0,4.0,0.0
648,odio,6,5.0,0.0,4.0,0.0
649,delícia,6,15.0,1.0,12.0,0.0
650,próximo,6,134.0,10.0,24.0,1.0
651,zero,6,7.0,3490.0,5.0,0.0
652,tristeza,6,13.0,0.0,5.0,0.0
653,comida,6,16.0,0.0,2.0,0.0
654,vício,6,1.0,0.0,3.0,0.0
655,aniversário,6,13.0,0.0,5.0,1.0
656,peno,6,25.0,1.0,11.0,0.0
657,duvidar,6,12.0,2453.0,4.0,0.0
658,gasto,6,38.0,2.0,12.0,0.0
659,alto,6,24.0,5.0,16.0,0.0
660,código,6,1689.0,35.0,26.0,1.0
661,esperançar,6,6.0,2.0,4.0,0.0
662,bonito,6,11.0,0.0,8.0,0.0
663,bolsar,6,12.0,0.0,6.0,0.0
664,procon,6,19.0,2.0,6.0,0.0
665,processar,6,61.0,6.0,13.0,0.0
666,timo,6,,,,
667,caminhar,6,41.0,3.0,10.0,0.0
668,bebido,6,60.0,3.0,106.0,14.0
669,http,6,0.0,1.0,0.0,0.0
670,tweet,6,25.0,0.0,8.0,0.0
671,economizar,6,2647.0,307.0,144.0,17.0
672,eis,6,5.0,3.0,2.0,0.0
673,questão,6,48.0,4.0,7.0,0.0
674,krl,6,3.0,0.0,8.0,0.0
675,sacar,6,36.0,3.0,3.0,0.0
676,con,6,0.0,4.0,0.0,0.0
677,carro,6,96.0,7.0,12.0,3.0
678,auge,6,11.0,0.0,4.0,0.0
679,motivo,6,24.0,1.0,2.0,0.0
680,comentário,6,8.0,0.0,2.0,0.0
681,válido,6,23.0,20.0,4.0,0.0
682,matheus,6,2.0,0.0,0.0,0.0
683,santo,6,7.0,0.0,4.0,0.0
684,propaganda,6,14.0,1.0,8.0,0.0
685,possível,6,200.0,8.0,45.0,3.0
686,correr,6,132.0,29.0,19.0,2.0
687,morto,6,11.0,2.0,4.0,0.0
688,pedrar,6,3.0,345.0,1.0,0.0
689,link,6,36.0,16.0,11.0,1.0
690,copar,6,6.0,0.0,3.0,0.0
691,infelizmente,6,23.0,2.0,6.0,0.0
692,rapaziada,6,32.0,62.0,2.0,2.0
693,brincadeira,6,2.0,0.0,2.0,0.0
694,ali,6,18.0,0.0,8.0,0.0
695,gnt,6,21.0,4.0,8.0,1.0
696,maconha,6,31.0,14.0,3.0,1.0
697,telefonar,6,55.0,9.0,14.0,0.0
698,rec,6,,,,
699,suco,6,16.0,0.0,2.0,0.0
700,explicar,6,45.0,2.0,11.0,0.0
701,considerar,6,7.0,1.0,8.0,2.0
702,fumar,6,17.0,0.0,3.0,0.0
703,algm,6,5.0,0.0,5.0,0.0
704,culpar,6,48.0,0.0,19.0,0.0
705,diferente,6,50.0,1.0,25.0,0.0
706,mand,6,,,,
707,perigar,6,3.0,0.0,2.0,0.0
708,quarto,6,8.0,0.0,3.0,0.0
709,sdd,6,6.0,0.0,2.0,0.0
710,julho,6,55.0,26.0,7.0,3.0
711,apetitar,6,34.0,0.0,7.0,0.0
712,viajar,6,50.0,22.0,4.0,5.0
713,daí,6,71.0,386.0,19.0,2.0
714,restar,6,22.0,0.0,5.0,0.0
715,localização,6,9.0,0.0,9.0,0.0
716,ultimamente,6,6.0,0.0,2.0,0.0
717,previsão,6,11.0,0.0,2.0,1.0
718,shopee,6,17.0,0.0,10.0,0.0
719,tal,6,211.0,14.0,41.0,6.0
720,dentro,6,22.0,27.0,15.0,1.0
721,deitar,6,13.0,0.0,3.0,0.0
722,longe,6,10.0,0.0,6.0,0.0
723,esfiha,6,16.0,0.0,5.0,0.0
724,direito,6,56.0,11.0,9.0,1.0
725,motivar,6,113.0,14.0,13.0,0.0
726,mer,6,,,,
727,food,6,7.0,1.0,8.0,0.0
728,cade,6,1.0,1.0,0.0,0.0
729,goldorayo,6,,,,
730,série,6,14.0,1.0,2.0,0.0
731,cupomzinho,6,3.0,2.0,2.0,0.0
732,momento,6,31.0,0.0,8.0,0.0
733,nubank,6,5.0,0.0,9.0,0.0
734,produto,6,1127.0,54.0,36.0,2.0
735,social,6,1083.0,19.0,5.0,0.0
736,aumentar,6,5.0,0.0,0.0,0.0
737,car,6,0.0,0.0,0.0,0.0
738,cas,6,0.0,559.0,0.0,0.0
739,noto,6,78.0,61.0,16.0,0.0
740,gustavokozonoe,6,,,,
741,notificar,6,10.0,2.0,1.0,0.0
742,kimpaim,6,,,,
743,bugado,6,9.0,0.0,3.0,0.0
744,kkkkkkkkkk,6,42.0,8.0,12.0,2.0
745,estabelecimento,6,139.0,4.0,37.0,2.0
746,mcdonald,5,10.0,0.0,7.0,0.0
747,oii,5,1183.0,2180.0,105.0,17.0
748,focar,5,17.0,156.0,2.0,0.0
749,piorar,5,14.0,0.0,1.0,1.0
750,mes,5,14.0,0.0,7.0,0.0
751,medir,5,12.0,2.0,2.0,0.0
752,apagar,5,17.0,0.0,3.0,0.0
753,alkiminaj,5,,,,
754,permitir,5,8.0,2.0,6.0,1.0
755,folgar,5,4.0,0.0,4.0,0.0
756,cuponzinho,5,2.0,0.0,0.0,0.0
757,voc,5,,,,
758,lista,5,29.0,2.0,17.0,1.0
759,sábado,5,22.0,0.0,8.0,0.0
760,ilmaroficial,5,,,,
761,pros,5,1159.0,27.0,22.0,1.0
762,fdp,5,1.0,0.0,3.0,0.0
763,kkkkkkkkkkkkkkk,5,4.0,0.0,3.0,0.0
764,salvo,5,15.0,0.0,4.0,0.0
765,impressionante,5,7.0,2.0,1.0,1.0
766,ltima,5,,,,
767,vário,5,30.0,10.0,12.0,0.0
768,excluir,5,9.0,0.0,2.0,0.0
769,boletar,5,1.0,1.0,1.0,0.0
770,cartao,5,46.0,0.0,16.0,1.0
771,máximo,5,21.0,1.0,2.0,1.0
772,diaaaa,5,7.0,8.0,0.0,0.0
773,oie,5,1.0,0.0,2.0,0.0
774,burro,5,36.0,9.0,8.0,1.0
775,azar,5,0.0,0.0,3.0,0.0
776,pod,5,72.0,22.0,5.0,2.0
777,ago,5,,,,
778,estornar,5,608.0,8.0,30.0,2.0
779,realizar,5,19.0,4.0,4.0,0.0
780,condição,5,3.0,1.0,3.0,0.0
781,adicionar,5,10.0,0.0,7.0,0.0
782,coçar,5,6.0,0.0,2.0,0.0
783,disponível,5,63.0,21.0,20.0,0.0
784,estudar,5,21.0,0.0,4.0,1.0
785,conceito,5,6.0,0.0,6.0,0.0
786,conversar,5,4.0,0.0,1.0,0.0
787,rodinei,5,141.0,10.0,10.0,0.0
788,novamente,5,6.0,0.0,4.0,0.0
789,vídeo,5,6.0,3296.0,4.0,0.0
790,cardápio,5,30.0,0.0,11.0,1.0
791,invenção,5,5.0,0.0,2.0,0.0
792,final,5,201.0,8.0,26.0,3.0
793,regrar,5,104.0,6.0,5.0,0.0
794,após,5,21.0,41.0,6.0,1.0
795,rest,5,0.0,0.0,0.0,0.0
796,cons,5,,,,
797,iriar,5,28.0,6.0,8.0,1.0
798,top,5,7.0,0.0,3.0,2.0
799,mochila,5,38.0,0.0,13.0,0.0
800,detestar,5,7.0,2.0,2.0,0.0
801,cervejar,5,2611.0,311.0,133.0,17.0
802,preç,5,,,,
803,sobreviver,5,123.0,4.0,22.0,1.0
804,normal,5,380.0,6.0,11.0,3.0
805,sao,5,12.0,2.0,4.0,0.0
806,salgar,5,7.0,8.0,5.0,0.0
807,presto,5,0.0,0.0,1.0,0.0
808,enfim,5,24.0,0.0,6.0,0.0
809,eats,5,7.0,0.0,1.0,0.0
810,novidade,5,20.0,10.0,2.0,0.0
811,entreg,5,,,,
812,cama,5,25.0,0.0,4.0,0.0
813,poke,5,4.0,0.0,4.0,0.0
814,finalizar,5,18.0,108.0,9.0,0.0
815,maria,5,29.0,2.0,3.0,0.0
816,pamonha,5,9.0,0.0,8.0,0.0
817,maedoreginaldo,5,,,,
818,mimo,5,11.0,1.0,2.0,1.0
819,deli,5,,,,
820,reagir,5,9.0,0.0,4.0,1.0
821,certo,5,25.0,0.0,9.0,0.0
822,próprio,5,97.0,15.0,10.0,1.0
823,gato,5,13.0,4.0,6.0,0.0
824,caixa,5,34.0,0.0,13.0,0.0
825,whindersson,5,8.0,0.0,3.0,0.0
826,atacar,5,1.0,2453.0,1.0,0.0
827,irritar,5,12.0,0.0,0.0,0.0
828,lanc,5,,,,
829,padaria,5,19.0,1.0,3.0,0.0
830,luiz,5,12.0,0.0,2.0,0.0
831,saudável,5,12.0,0.0,1.0,0.0
832,render,5,1186.0,2178.0,104.0,16.0
833,minar,5,7.0,0.0,2.0,0.0
834,big,5,6.0,0.0,3.0,0.0
835,ltimo,5,,,,
836,pontar,5,321.0,98.0,27.0,4.0
837,presentar,5,32.0,0.0,12.0,1.0
838,mlk,5,5.0,0.0,3.0,0.0
839,tornar,5,67.0,10.0,6.0,0.0
840,minutar,5,3.0,0.0,3.0,0.0
841,joão,5,30.0,3.0,6.0,2.0
842,apoiar,5,45.0,33.0,14.0,2.0
843,chefe,5,7.0,0.0,3.0,0.0
844,reclameaqui,5,1.0,0.0,5.0,1.0
845,total,5,15.0,1.0,4.0,0.0
846,vianna_gordo,5,,,,
847,rei,5,8.0,0.0,1.0,0.0
848,feli,5,,,,
849,pau,5,14.0,2.0,6.0,0.0
850,cre,5,,,,
851,sortear,5,17.0,2.0,3.0,0.0
852,cheg,5,,,,
853,dona_de_mim,5,,,,
854,gorjeta,5,2.0,60.0,2.0,0.0
855,surtir,5,16.0,2.0,2.0,0.0
856,estar,5,3957.0,3354.0,482.0,52.0
857,carnar,5,110.0,64.0,15.0,21.0
858,lanchonete,5,13.0,0.0,7.0,0.0
859,plantão,5,4.0,0.0,3.0,0.0
860,lybrjack,5,,,,
861,variar,5,65.0,14.0,4.0,0.0
862,marcar,5,1122.0,26.0,21.0,1.0
863,barato,5,34.0,6.0,10.0,1.0
864,ater,5,37.0,0.0,11.0,0.0
865,rafaabsb_crvg,5,,,,
866,respeitar,5,25.0,6.0,4.0,0.0
867,caçar,5,6.0,0.0,3.0,0.0
868,subwaybrasil,5,,,,
869,confiar,5,1127.0,50.0,18.0,2.0
870,opar,5,4.0,0.0,2.0,0.0
871,sdds,5,11.0,2.0,7.0,0.0
872,google,5,14.0,9.0,5.0,0.0
873,pioresprint,5,,,,
874,loradotchannn,5,,,,
875,orar,5,0.0,0.0,3.0,0.0
876,kiqbento,5,,,,
877,rodrigograudo,5,,,,
878,lalalariii,5,,,,
879,bancooriginal,5,,,,
880,salgado,4,3.0,0.0,1.0,0.0
881,ressacar,4,7.0,0.0,2.0,0.0
882,mjufreire,4,,,,
883,prazo,4,27.0,0.0,4.0,0.0
884,sobremesa,4,23.0,0.0,9.0,0.0
885,fic,4,,,,
886,bobs,4,3.0,0.0,2.0,0.0
887,instagram,4,65.0,1.0,13.0,0.0
888,perfil,4,7.0,0.0,2.0,0.0
889,burguerkingbr,4,,,,
890,torrar,4,3.0,0.0,1.0,0.0
891,ração,4,15.0,6.0,4.0,0.0
892,morangar,4,27.0,5.0,7.0,0.0
893,lei,4,24.0,11.0,4.0,0.0
894,brasileiro,4,20.0,0.0,2.0,0.0
895,coi,4,,,,
896,massa,4,27.0,13.0,5.0,0.0
897,dms,4,10.0,0.0,1.0,1.0
898,dono,4,23.0,0.0,8.0,0.0
899,terror,4,6.0,0.0,3.0,0.0
900,martim_blsnr,4,,,,
901,comp,4,,,,
902,repassar,4,20.0,8.0,6.0,0.0
903,brigadeiro,4,111.0,10.0,5.0,0.0
904,adiantar,4,16.0,0.0,7.0,0.0
905,futebol_info,4,,,,
906,time,4,43.0,6.0,19.0,1.0
907,vago,4,35.0,14.0,7.0,0.0
908,socorrer,4,6.0,0.0,5.0,0.0
909,verdade,4,28.0,1.0,7.0,0.0
910,hahahaha,4,3.0,0.0,0.0,0.0
911,trampo,4,8.0,84.0,4.0,1.0
912,ansioso,4,9.0,1.0,2.0,1.0
913,jogador,4,40.0,24.0,11.0,0.0
914,chuva,4,5.0,2.0,1.0,0.0
915,almoço,4,2.0,0.0,4.0,0.0
916,oportunidade,4,41.0,0.0,4.0,1.0
917,início,4,13.0,0.0,6.0,0.0
918,bagulho,4,7.0,0.0,4.0,0.0
919,esc,4,,,,
920,causar,4,1095.0,19.0,11.0,0.0
921,bol,4,,,,
922,josé,4,5.0,0.0,0.0,0.0
923,nois,4,14.0,0.0,3.0,0.0
924,aliás,4,24.0,4.0,3.0,0.0
925,par,4,,,,
926,sensação,4,12.0,4.0,1.0,0.0
927,poca,4,,,,
928,hor,4,,,,
929,inteirar,4,17.0,1.0,4.0,0.0
930,tod,4,,,,
931,decepcionar,4,4.0,0.0,1.0,0.0
932,voces,4,2.0,0.0,0.0,0.0
933,proibir,4,3.0,2.0,0.0,0.0
934,sab,4,0.0,0.0,1.0,0.0
935,absolutamente,4,22.0,474.0,11.0,0.0
936,negro,4,19.0,2.0,5.0,2.0
937,véi,4,8.0,4.0,5.0,0.0
938,piar,4,36.0,4.0,8.0,0.0
939,aparar,4,,,,
940,umusicbrasil,4,,,,
941,aff,4,15.0,0.0,1.0,0.0
942,sal,4,109.0,6.0,21.0,5.0
943,trauma,4,0.0,0.0,1.0,0.0
944,enorme,4,3.0,0.0,2.0,0.0
945,vtnc,4,28.0,2.0,2.0,1.0
946,ltimos,4,,,,
947,três,4,27.0,0.0,12.0,1.0
948,xis,4,11.0,1.0,1.0,0.0
949,yakisoba,4,0.0,0.0,1.0,0.0
950,pedaço,4,6.0,0.0,6.0,1.0
951,viado,4,5.0,0.0,6.0,0.0
952,buzinar,4,16.0,0.0,4.0,0.0
953,portão,4,15.0,2.0,3.0,0.0
954,cupo,4,,,,
955,express,4,1.0,2.0,2.0,0.0
956,macarrão,4,9.0,0.0,1.0,0.0
957,pesar,4,32.0,2.0,8.0,0.0
958,puro,4,13.0,386.0,5.0,1.0
959,prom,4,0.0,1.0,0.0,0.0
960,pedrohenri,4,,,,
961,docin,4,1.0,0.0,1.0,0.0
962,entregad,4,,,,
963,gerar,4,6.0,0.0,3.0,0.0
964,spoleto,4,3.0,0.0,0.0,0.0
965,urgente,4,10.0,8.0,2.0,0.0
966,litro,4,10.0,0.0,3.0,0.0
967,academiar,4,71.0,388.0,15.0,0.0
968,aiqfome,4,10.0,2.0,2.0,0.0
969,crlh,4,3.0,0.0,0.0,0.0
970,pipocar,4,12.0,0.0,8.0,3.0
971,canalha,4,8.0,0.0,2.0,0.0
972,pavor,4,3.0,0.0,0.0,0.0
973,vdd,4,14.0,0.0,4.0,0.0
974,arroz,4,23.0,0.0,4.0,0.0
975,baita,4,44.0,0.0,4.0,1.0
976,minu,4,,,,
977,informação,4,18.0,2.0,10.0,1.0
978,ass,4,2.0,0.0,2.0,0.0
979,pedin,4,,,,
980,puto,4,76.0,106.0,9.0,1.0
981,granir,4,201.0,25.0,8.0,0.0
982,costumar,4,5.0,0.0,2.0,0.0
983,artesanal,4,192.0,116.0,14.0,25.0
984,mamãe,4,9.0,0.0,4.0,0.0
985,invés,4,10.0,1.0,2.0,0.0
986,queijar,4,119.0,9.0,7.0,2.0
987,praia,4,0.0,0.0,0.0,0.0
988,pijama,4,23.0,0.0,2.0,0.0
989,loud,4,6.0,0.0,4.0,0.0
990,camilasuzanss,4,,,,
991,gua,4,,,,
992,cincar,4,4.0,2.0,4.0,0.0
993,ein,4,2.0,0.0,3.0,0.0
994,agoniar,4,5.0,0.0,3.0,1.0
995,baião,4,7.0,2.0,4.0,0.0
996,lol,4,5.0,0.0,2.0,0.0
997,inter,4,45.0,4.0,6.0,0.0
998,filtrar,4,1.0,0.0,0.0,0.0
999,esco,4,,,,
1000,anjo,4,6.0,0.0,2.0,0.0
1001,sentar,4,16.0,1.0,6.0,0.0
1002,cashback,4,19.0,0.0,8.0,0.0
1003,apps,4,38.0,2.0,8.0,0.0
1004,programar,4,8.0,0.0,5.0,0.0
1005,uai,4,2.0,0.0,3.0,0.0
1006,dinhe,4,,,,
1007,encher,4,14.0,0.0,1.0,0.0
1008,gigante,4,9.0,0.0,2.0,0.0
1009,brotar,4,936.0,34.0,19.0,1.0
1010,leocferreira,4,,,,
1011,músico,4,13.0,2.0,3.0,0.0
1012,beck,4,7.0,0.0,1.0,0.0
1013,marketing,4,25.0,8.0,4.0,0.0
1014,viúvo,4,313.0,98.0,22.0,4.0
1015,primo,4,4.0,0.0,1.0,0.0
1016,principal,4,22.0,0.0,5.0,0.0
1017,inclusive,4,2085.0,82.0,21.0,1.0
1018,nunc,4,,,,
1019,proconspoficia,4,,,,
1020,del,4,,,,
1021,história,4,35.0,11.0,13.0,3.0
1022,papel,4,3.0,0.0,1.0,0.0
1023,larica,4,228.0,1.0,7.0,0.0
1024,postar,4,42.0,2.0,9.0,0.0
1025,refeição,4,28.0,8.0,6.0,0.0
1026,osni,4,8.0,4.0,1.0,0.0
1027,out,4,1.0,0.0,1.0,1.0
1028,preocupar,4,14.0,1.0,4.0,0.0
1029,dog,4,8.0,1.0,2.0,0.0
1030,terceiro,4,0.0,0.0,3.0,0.0
1031,print,4,36.0,29.0,3.0,0.0
1032,drama,4,5.0,0.0,4.0,0.0
1033,diário,4,15.0,0.0,3.0,0.0
1034,amo,4,3.0,1.0,1.0,0.0
1035,red,4,55.0,17.0,3.0,0.0
1036,grato,4,6.0,5.0,2.0,1.0
1037,baixo,4,17.0,3.0,3.0,2.0
1038,continuar,4,55.0,2413.0,6.0,2.0
1039,brownie,4,10.0,0.0,3.0,0.0
1040,brasil,4,340.0,30.0,16.0,1.0
1041,crime,4,5.0,2144.0,4.0,0.0
1042,estranhar,4,35.0,4.0,4.0,0.0
1043,mac,4,8.0,0.0,9.0,0.0
1044,hahaha,4,7.0,0.0,3.0,0.0
1045,redar,4,58.0,1.0,4.0,0.0
1046,furia,4,,,,
1047,direto,4,90.0,1.0,7.0,0.0
1048,proporcionar,4,13.0,8.0,0.0,0.0
1049,completar,4,145.0,34.0,9.0,0.0
1050,aprovar,4,25.0,5.0,5.0,0.0
1051,porção,4,4.0,0.0,2.0,0.0
1052,rastrear,4,3.0,0.0,1.0,1.0
1053,filé,4,6.0,0.0,3.0,0.0
1054,vizinhar,4,7.0,0.0,1.0,0.0
1055,superpopppp,4,,,,
1056,terapia,4,170.0,68.0,2.0,3.0
1057,recomendar,4,35.0,0.0,4.0,0.0
1058,porcaria,4,8.0,0.0,6.0,1.0
1059,ovar,4,503.0,25.0,28.0,3.0
1060,kgrotiv,4,,,,
1061,carai,4,10.0,0.0,4.0,0.0
1062,complicar,4,8.0,2.0,4.0,0.0
1063,energia,4,14.0,2.0,6.0,0.0
1064,perfeito,4,38.0,6.0,3.0,0.0
1065,marcelvanhattem,4,,,,
1066,bikedebigode,4,,,,
1067,guardar,4,6.0,0.0,2.0,3.0
1068,trabalhador,4,11.0,2397.0,3.0,1.0
1069,compartilhar,4,23.0,0.0,5.0,0.0
1070,tar,4,3.0,0.0,0.0,0.0
1071,atropelar,4,2.0,0.0,3.0,0.0
1072,vinicius,4,2.0,0.0,0.0,1.0
1073,enrolar,4,7.0,0.0,1.0,0.0
1074,compr,4,,,,
1075,análise,4,4.0,0.0,0.0,0.0
1076,treinar,4,9.0,0.0,5.0,0.0
1077,marcus_nunes,4,,,,
1078,pequeno,4,20.0,1.0,6.0,0.0
1079,fortalezaec,4,,,,
1080,cagar,4,11.0,2.0,2.0,0.0
1081,camaradamb,4,,,,
1082,goiânia,4,2.0,2.0,2.0,0.0
1083,bicicleta,4,4.0,0.0,3.0,0.0
1084,borgessnath,4,,,,
1085,proerdfumante,4,,,,
1086,alimentação,4,1136.0,41.0,24.0,1.0
1087,interior,4,7.0,0.0,7.0,0.0
1088,topar,4,123.0,4.0,25.0,2.0
1089,off,4,25.0,6.0,6.0,0.0
1090,negociar,4,4.0,0.0,2.0,2.0
1091,socafofo,4,14.0,0.0,26.0,0.0
1092,camihbts,4,,,,
1093,incrivel,3,0.0,0.0,0.0,0.0
1094,fortalecer,3,2.0,1.0,0.0,0.0
1095,abr,3,,,,
1096,xingar,3,23.0,2.0,5.0,1.0
1097,alemanha,3,143.0,8.0,2.0,1.0
1098,rtdaflatt,3,,,,
1099,seriamente,3,4.0,0.0,2.0,0.0
1100,hamburgueria,3,87.0,24.0,9.0,2.0
1101,molhar,3,59.0,0.0,11.0,0.0
1102,olhadinha,3,4.0,0.0,3.0,0.0
1103,juliette,3,12.0,0.0,3.0,0.0
1104,interessar,3,3.0,0.0,1.0,0.0
1105,podre,3,24.0,0.0,4.0,0.0
1106,depressão,3,9.0,13.0,8.0,0.0
1107,solução,3,15.0,5.0,13.0,2.0
1108,quand,3,0.0,0.0,0.0,0.0
1109,comemorar,3,106.0,5.0,4.0,0.0
1110,fofo,3,12.0,0.0,0.0,0.0
1111,churrasco,3,379.0,206.0,29.0,9.0
1112,filmar,3,11.0,0.0,3.0,0.0
1113,find,3,2.0,2.0,0.0,0.0
1114,solto,3,3.0,0.0,0.0,0.0
1115,dividir,3,30.0,0.0,7.0,0.0
1116,eumesmabrunad,3,,,,
1117,tropeçar,3,1.0,0.0,0.0,0.0
1118,rever,3,1.0,0.0,0.0,0.0
1119,lasanha,3,2.0,0.0,0.0,0.0
1120,melh,3,,,,
1121,camisa,3,6.0,0.0,2.0,0.0
1122,caraca,3,3.0,0.0,0.0,0.0
1123,picar,3,119.0,46.0,4.0,0.0
1124,besta,3,4.0,81.0,2.0,0.0
1125,público,3,72.0,20.0,1.0,0.0
1126,juulhaosp,3,,,,
1127,primar,3,93.0,2.0,16.0,1.0
1128,dinotsy,3,,,,
1129,pedind,3,,,,
1130,brincar,3,1.0,0.0,1.0,0.0
1131,bocar,3,10.0,386.0,5.0,0.0
1132,aguar,3,2.0,0.0,1.0,0.0
1133,branco,3,19.0,0.0,7.0,0.0
1134,machorj,3,,,,
1135,inimigo,3,2.0,0.0,2.0,0.0
1136,fluminensefc,3,,,,
1137,sistema,3,5.0,0.0,0.0,0.0
1138,beijar,3,10.0,0.0,4.0,1.0
1139,nível,3,7.0,0.0,2.0,0.0
1140,burguer,3,5.0,0.0,3.0,0.0
1141,manha,3,4.0,0.0,5.0,0.0
1142,mousse,3,2.0,0.0,2.0,0.0
1143,mcd,3,,,,
1144,mano,3,9.0,0.0,1.0,0.0
1145,pos,3,,,,
1146,qua,3,,,,
1147,frito,3,107.0,130.0,7.0,20.0
1148,lato,3,26.0,0.0,5.0,0.0
1149,psycleber,3,,,,
1150,rapidinho,3,83.0,12.0,7.0,1.0
1151,encerrar,3,32.0,1.0,7.0,0.0
1152,milho,3,11.0,0.0,5.0,0.0
1153,tpm,3,41.0,0.0,6.0,3.0
1154,jan,3,,,,
1155,notar,3,2.0,345.0,2.0,0.0
1156,filminho,3,6.0,0.0,1.0,1.0
1157,refri,3,61.0,3.0,17.0,1.0
1158,nascer,3,70.0,2.0,3.0,0.0
1159,internet,3,33.0,0.0,9.0,0.0
1160,cone,3,,,,
1161,coraçã,3,,,,
1162,dosar,3,16.0,0.0,3.0,0.0
1163,vizinho,3,17.0,0.0,7.0,0.0
1164,popopiercer,3,,,,
1165,analaurasss,3,,,,
1166,seman,3,,,,
1167,entupir,3,8.0,0.0,0.0,0.0
1168,vestir,3,39.0,39.0,3.0,0.0
1169,ourar,3,9.0,107.0,3.0,1.0
1170,evento,3,24.0,22.0,1.0,3.0
1171,johnnybrito,3,,,,
1172,coração,3,1185.0,1089.0,109.0,17.0
1173,prometer,3,3.0,0.0,0.0,0.0
1174,qria,3,1.0,0.0,4.0,0.0
1175,fundir,3,8.0,0.0,5.0,1.0
1176,rechear,3,101.0,69.0,8.0,20.0
1177,gratuito,3,3.0,0.0,2.0,0.0
1178,restaurant,3,,,,
1179,faxinar,3,23.0,1.0,2.0,0.0
1180,maravilhoso,3,27.0,1.0,6.0,0.0
1181,fav,3,5.0,0.0,4.0,0.0
1182,aiar,3,10.0,0.0,3.0,0.0
1183,espe,3,,,,
1184,quanto,3,23.0,2.0,2.0,0.0
1185,donalds,3,68.0,2.0,11.0,1.0
1186,dinheir,3,0.0,2.0,0.0,0.0
1187,motorista,3,31.0,2.0,3.0,0.0
1188,sen,3,,,,
1189,crente,3,0.0,0.0,0.0,0.0
1190,espeto,3,5.0,0.0,2.0,0.0
1191,gas,3,0.0,0.0,0.0,0.0
1192,sessão,3,1.0,359.0,2.0,0.0
1193,tropa,3,417.0,28.0,30.0,0.0
1194,tnc,3,4.0,1.0,3.0,0.0
1195,outback,3,8.0,2.0,3.0,0.0
1196,amp,3,50.0,11.0,2.0,5.0
1197,tima,3,,,,
1198,unir,3,4.0,0.0,4.0,0.0
1199,fuder,3,30.0,0.0,6.0,0.0
1200,bichar,3,7.0,0.0,3.0,0.0
1201,crisinveste,3,,,,
1202,temaki,3,130.0,0.0,11.0,2.0
1203,quan,3,,,,
1204,terminar,3,29.0,2.0,7.0,1.0
1205,shein,3,15.0,1.0,10.0,0.0
1206,carol,3,1.0,0.0,1.0,0.0
1207,perdição,3,1.0,0.0,0.0,0.0
1208,friends,3,36.0,3.0,5.0,1.0
1209,cursar,3,4.0,0.0,1.0,0.0
1210,nunes,3,0.0,1.0,1.0,0.0
1211,contratar,3,5.0,1932.0,0.0,0.0
1212,seriar,3,141.0,8.0,20.0,1.0
1213,concorrer,3,2.0,2.0,0.0,0.0
1214,gabriel,3,24.0,9.0,4.0,1.0
1215,torcer,3,2.0,0.0,2.0,0.0
1216,obg,3,16.0,0.0,3.0,0.0
1217,parça,3,0.0,156.0,2.0,0.0
